id,content,post_code,class_code,class_name,time,good_count,comment_count,Root_code
3357438,"紫藤园区域 (东风楼、红楼一带) 目前已经开设了“物美临时服务驿站”，在过渡期内为同学们提供商品销售和打印服务👀
     在超市和打印店到期停业之后，终于有新的超市和打印店啦，综合保障部的速度还是挺快滴！
     超市目前已经开始营业了，价格和之前的超市差不多；打印店还在安装设备，暂不营业，不过店员表示这一两天也能开始营业了～

     ​据微人大公示，北京物美邻鲜连锁超市有限公司以132.01万元/年的价格取得中国人民大学紫藤园商贸综合体合作经营项目的五年经营权。",202503140927275148P1,20220429RUC01,投稿,2025-03-14,3,0,
3357438,"紫藤园区域 (东风楼、红楼一带) 目前已经开设了“物美临时服务驿站”，在过渡期内为同学们提供商品销售和打印服务👀
     在超市和打印店到期停业之后，终于有新的超市和打印店啦，综合保障部的速度还是挺快滴！
     超市目前已经开始营业了，价格和之前的超市差不多；打印店还在安装设备，暂不营业，不过店员表示这一两天也能开始营业了～

     ​据微人大公示，北京物美邻鲜连锁超市有限公司以132.01万元/年的价格取得中国人民大学紫藤园商贸综合体合作经营项目的五年经营权。",202503140927275148P1,20220429RUC01,投稿,2025-03-14,4,0,
3357430,"求助各位叭友：
本人想买个比较轻薄的游戏本（不想太重），预算万内，大家有什么推荐吗？谢谢大家！！！祝大家天天都有好心情！🙏🙏🙏",202503140925173784P1,20220429RUC01,投稿,2025-03-14,2,2,
3357430,"求助各位叭友：
本人想买个比较轻薄的游戏本（不想太重），预算万内，大家有什么推荐吗？谢谢大家！！！祝大家天天都有好心情！🙏🙏🙏",202503140925173784P1,20220429RUC01,投稿,2025-03-14,2,2,
3357468,本人高瓴大二♀，之前的笔记本是高中买的已经不太能用了，可能后续会有模型训练的需求？游戏的话偶尔玩玩燕云十六声之类的,202503140938408460P2,20220429RUC01,投稿,2025-03-14,0,0,202503140925173784P1
3357433,你要玩啥，或者说你需要用电脑做什么捏,202503140926455521P2,20220429RUC01,投稿,2025-03-14,0,0,202503140925173784P1
3357468,本人高瓴大二♀，之前的笔记本是高中买的已经不太能用了，可能后续会有模型训练的需求？游戏的话偶尔玩玩燕云十六声之类的,202503140938408460P2,20220429RUC01,投稿,2025-03-14,0,0,202503140925173784P1
3357433,你要玩啥，或者说你需要用电脑做什么捏,202503140926455521P2,20220429RUC01,投稿,2025-03-14,0,0,202503140925173784P1
3357424,这个吗？咳咳咳，大家好（学长学姐好）我是谷凯炎。来自河南许昌，身高、体重、年龄不重要的，就直接快进到兴趣爱好了。喜欢慢跑，打羽毛球。其余的，就没什么重要的了。OK，谢谢大家（学长学姐）。,202503140922477022P1,20220429RUC01,投稿,2025-03-14,5,7,
3357424,这个吗？咳咳咳，大家好（学长学姐好）我是谷凯炎。来自河南许昌，身高、体重、年龄不重要的，就直接快进到兴趣爱好了。喜欢慢跑，打羽毛球。其余的，就没什么重要的了。OK，谢谢大家（学长学姐）。,202503140922477022P1,20220429RUC01,投稿,2025-03-14,6,7,
