id,content,post_code,class_code,class_name,time,good_count,comment_count
3356336,求助！！学校里能不能取高铁票报销啊？如果可以的话，在哪里取？或者学校周边最近的取票地方是哪里呀,202503132222401174P1,20220429RUC01,投稿, 11小时前,0,2
3356333,各位校友好～想请问一下群内有没有比较擅长异地离婚诉讼官司的大佬，或者认识相关大佬也可以～有意的话请私聊vx 15529091878，费用都好说[转圈],202503132221148262P1,20220429RUC01,投稿, 11小时前,0,0
3356317,李萌昀因被蛐蛐所以禁止群内人员改实名以避免被蛐蛐,202503132215529551P1,20220429RUC01,投稿, 11小时前,2,4
3356305,大家 不报六级口语会有什么后果吗？我听说会影响下一年或下一个学期的笔试报名,202503132213010106P1,20220429RUC01,投稿, 11小时前,1,2
3356297,知网查重12.7%，ai率4.4%会有问题吗,202503132210404599P1,20220429RUC01,投稿, 11小时前,1,0
3356293,选了周源老师的课不来听，结果遇到考勤还要哭天抢地骂娘的，你们这些🐶崽子现在应该做的是给老师磕头，庆幸她是周源而不是别的什么老师😅,202503132209571129P1,20220429RUC01,投稿, 11小时前,12,6
3357485,我想你。明天是我的生日，我们再也不会讲话了。,202503140942311223P1,20220429RUC01,投稿, 5分钟前,1,0
3357479,我草图书馆有人在嗑瓜子,202503140941453524P1,20220429RUC01,投稿, 6分钟前,0,4
3357476,保安在立德楼下锁电动车啦！大家快避一避换个地方停,202503140941023570P1,20220429RUC01,投稿, 7分钟前,0,0
3357465,怎么搭讪心仪的助教师姐比较好呢？前两周尬聊，现在看得脚趾抠地，今天不知道从什么话题开始,202503140938110377P1,20220429RUC01,投稿, 10分钟前,0,0
3357462,我把你当朋友，但你却想s我，这是一种什么样的感觉呢,202503140937228765P1,20220429RUC01,投稿, 10分钟前,0,2
3357458,毛中特遇到老师大雷怎么调理……,202503140935237859P1,20220429RUC01,投稿, 12分钟前,4,2
3357452,什么鬼，毛概课件上三大原则八项注意里面，不调戏妇女写的是不调休妇女，还能出现这样的纰漏,202503140933191593P1,20220429RUC01,投稿, 15分钟前,1,0
3357449,收数分高代期中！！ qq 1393035184,202503140932288083P1,20220429RUC01,投稿, 15分钟前,0,0
3357446,有偿请同学帮忙打印一份表去崇德西楼盖章，有意向的同学请➕Q3066783026,202503140931491064P1,20220429RUC01,投稿, 16分钟前,0,0
3357439,品牌创意传播课点名吗？,202503140927307714P1,20220429RUC01,投稿, 20分钟前,0,0
